id,Exited
165034,0.012121961899481065
165035,0.7949275979848477
165036,0.05699754952785522
165037,0.31192814210021125
165038,0.44163607589135406
165039,0.011661850101095621
165040,0.03145053603449191
165041,0.06083167560448763
165042,0.5743661611152607
165043,0.012298181765103586
165044,0.13794684162491666
165045,0.05030478566902503
165046,0.006139267437017255
165047,0.27201816005925655
165048,0.5958931309829983
165049,0.05177252896395092
165050,0.034805436877103316
165051,0.34062755121715715
165052,0.02239219884523745
165053,0.09880401706157427
165054,0.027111062667210105
165055,0.14758730018457092
165056,0.277370287219555
165057,0.008752637874864936
165058,0.5243492339754342
165059,0.19848680439550187
165060,0.9040445415996916
165061,0.38756147352130843
165062,0.19642858798312368
165063,0.352646357158485
165064,0.02960901676276992
165065,0.05871135690559901
165066,0.2005665998469701
165067,0.15766148423548562
165068,0.06184968916015477
165069,0.013038147319134673
165070,0.6644368364459248
165071,0.04417993969251007
165072,0.0885661149340156
165073,0.8538869133887742
165074,0.6098027712436253
165075,0.23875336443636136
165076,0.14071003465862017
165077,0.013240927006870766
165078,0.4537965486362379
165079,0.1962081559827816
165080,0.018697223319398316
165081,0.011655832590157487
165082,0.004994106486241492
165083,0.45320968372889836
165084,0.05457335928491618
165085,0.008443635108719759
165086,0.010455528016613475
165087,0.48454708009802017
165088,0.040113204132340395
165089,0.15420497020618262
165090,0.11452308737583286
165091,0.024190053654776316
165092,0.0404707125233562
165093,0.1732690939373515
165094,0.019342566483306775
165095,0.07281706218060868
165096,0.2411903407222913
165097,0.15333326244962614
165098,0.019709529120959052
165099,0.015231500759525413
165100,0.7979618444414722
165101,0.013921409955566143
165102,0.06140420066688302
165103,0.019194938873667286
165104,0.25830088744349095
165105,0.5064783121516008
165106,0.49360565177929117
165107,0.058734227751625165
165108,0.006014929671850134
165109,0.5211920520253301
165110,0.08693150279805072
165111,0.1019612752009271
165112,0.11785869817279239
165113,0.03393536260080204
165114,0.01994007989973675
165115,0.041086218763041735
165116,0.38021737455033894
165117,0.0554192627767832
165118,0.36523160465746485
165119,0.13598678164691247
165120,0.0929828408799152
165121,0.21556221232830575
165122,0.2220587067694199
165123,0.08828260313538103
165124,0.3065922228988096
165125,0.04204018487257851
165126,0.03922182027965593
165127,0.021714449233385027
165128,0.024163392626445755
165129,0.02018166599845656
165130,0.9999899095150359
165131,0.012574691141842492
165132,0.4035946096958474
165133,0.14573868751735022
165134,0.02457780751356764
165135,0.0894172853729709
165136,0.004783672647084543
165137,0.6029970927450963
165138,0.7214507483936219
165139,0.6336041800675538
165140,0.14645910989436753
165141,0.04636663771735824
165142,0.009184099373631434
165143,0.11865527639662948
165144,0.2749361313690391
165145,0.5366444340228812
165146,0.21489647335947687
165147,0.08777901909549775
165148,0.10247722134802352
165149,0.036910354863165525
165150,0.007449288722262585
165151,0.6058603884693127
165152,0.47797765194152086
165153,0.01399401674383259
165154,0.03467969468145222
165155,0.03320569208460417
165156,0.015462681985776236
165157,0.04177600342265898
165158,0.31130211582800577
165159,0.12350400972021638
165160,0.015681156129415688
165161,0.02855599247209527
165162,0.7683158138849211
165163,0.0346528132227963
165164,0.038740896592353254
165165,0.1629791668734593
165166,0.9140567168803632
165167,0.0720000599858346
165168,0.04662869303554295
165169,0.0698023049026203
165170,0.1146084674834893
165171,0.07033958527970166
165172,0.4812752269945515
165173,0.1156080370581207
165174,0.030146487217792076
165175,0.1585736506837023
165176,0.03753082675709188
165177,0.0196423778865529
165178,0.29607968759519726
165179,0.7027562577976365
165180,0.03548781561488791
165181,0.8607479276443936
165182,0.19081294490607292
165183,0.01810027846622509
165184,0.08151749304974226
165185,0.04184274241218415
165186,0.013686592735646355
165187,0.9337921942794951
165188,0.9220096313407
165189,0.02679366040360892
165190,0.017119521780904003
165191,0.17946277394792473
165192,0.22836835776908643
165193,0.11882906782374364
165194,0.25821445788778147
165195,0.07924548726647186
165196,0.3561547177554605
165197,0.8102638946437852
165198,0.6624061884630699
165199,0.05690361738325631
165200,0.44725984903230004
165201,0.7237830893924968
165202,0.7548105090297528
165203,0.6232571721658716
165204,0.5772240999705669
165205,0.035388951867577435
165206,0.1604766913271428
165207,0.06386510855256389
165208,0.020088089452307275
165209,0.22152777061511808
165210,0.33226910042123337
165211,0.8544658438280301
165212,0.03875643395498534
165213,0.003035047230559266
165214,0.8747904565938266
165215,0.393483162264061
165216,0.08972389491626079
165217,0.007984793011507948
165218,0.014140374541426016
165219,0.8451032430794839
165220,0.3791284853592941
165221,0.12415582469285097
165222,0.2244767827199425
165223,0.10835759044699599
